id_i,id_j,len_i,len_j,score_raw,sss,identity,aligned_len,dataset,hog_id
DANRE49947,GORGO31673,358,345,1001.5,0.5401833872707659,0.6146496815286624,314,euk,E0803072
DANRE49947,HUMAN77933,358,345,1001.5,0.5401833872707659,0.6146496815286624,314,euk,E0803072
DANRE49947,PANTR34709,358,345,1001.5,0.5406207827260459,0.6178343949044586,314,euk,E0803072
DANRE49947,BOVIN09263,358,348,983.0,0.5300620113238069,0.5987460815047022,319,euk,E0803072
DANRE49947,CANLF04362,358,348,1009.5,0.5417225650657366,0.596875,320,euk,E0803072
DANRE49947,MONDO27712,358,365,979.0,0.5163502109704642,0.6086956521739131,322,euk,E0803072
DANRE49947,CHICK22067,358,357,1051.5,0.5642607995707003,0.6413373860182371,329,euk,E0803072
DANRE49947,XENTR01182,358,359,1070.5,0.5755376344086022,0.6463414634146342,328,euk,E0803072
DANRE49947,XENLA00708,358,356,1048.5,0.5658391797085807,0.64,325,euk,E0803072
DANRE49947,CIOIN04986,358,402,801.5,0.4005497251374313,0.49008498583569404,353,euk,E0803072
DANRE49947,CAEEL01203,358,355,517.0,0.27885652642934194,0.38961038961038963,308,euk,E0803072
DANRE49947,CAEEL01562,358,344,389.0,0.21326754385964913,0.3475409836065574,305,euk,E0803072
DANRE49947,CAEEL07510,358,345,578.0,0.3156744948115784,0.44625407166123776,307,euk,E0803072
DANRE49947,CAEEL11167,358,330,369.0,0.20580033463469047,0.34915254237288135,295,euk,E0803072
DANRE49947,CAEEL11307,358,351,389.5,0.21105391492820375,0.34076433121019106,314,euk,E0803072
DANRE49947,CAEEL16488,358,312,293.0,0.1678602119736465,0.33214285714285713,280,euk,E0803072
DANRE49947,HELRO01125,358,384,567.5,0.28829057658115315,0.4090909090909091,330,euk,E0803072
DANRE49947,HELRO11694,358,366,649.0,0.3423898707465049,0.4485981308411215,321,euk,E0803072
MOUSE36704,RATNO24461,348,348,1735.0,0.9512061403508771,0.9396551724137931,348,euk,E0803072
MOUSE36704,MACMU36366,348,345,1610.0,0.8797814207650273,0.863768115942029,345,euk,E0803072
MOUSE36704,GORGO31673,348,345,1606.0,0.8771163298743856,0.8666666666666667,345,euk,E0803072
MOUSE36704,HUMAN77933,348,345,1606.0,0.8771163298743856,0.8666666666666667,345,euk,E0803072
MOUSE36704,PANTR34709,348,345,1598.0,0.8734626947253348,0.863768115942029,345,euk,E0803072
MOUSE36704,BOVIN09263,348,348,1595.0,0.8708708708708709,0.8505747126436781,348,euk,E0803072
MOUSE36704,CANLF04362,348,348,1564.0,0.8497690844879109,0.8304597701149425,348,euk,E0803072
MOUSE36704,MONDO27712,348,365,1420.5,0.7584089695675387,0.7385057471264368,348,euk,E0803072
MOUSE36704,CHICK22067,348,357,1344.5,0.730508014126596,0.69164265129683,347,euk,E0803072
MOUSE36704,XENTR01182,348,359,1310.5,0.7133913990201415,0.6705202312138728,346,euk,E0803072
MOUSE36704,XENLA00708,348,356,1322.5,0.7226775956284153,0.6714697406340058,347,euk,E0803072
MOUSE36704,CIOIN04986,348,402,998.0,0.5045500505561172,0.5630498533724341,341,euk,E0803072
MOUSE36704,CAEEL01203,348,355,639.5,0.3492626979792463,0.4124629080118694,337,euk,E0803072
MOUSE36704,CAEEL01562,348,344,524.0,0.2909494725152693,0.3761194029850746,335,euk,E0803072
MOUSE36704,CAEEL07510,348,345,689.5,0.38136061946902655,0.42686567164179107,335,euk,E0803072
MOUSE36704,CAEEL11167,348,330,465.5,0.26299435028248586,0.3445121951219512,328,euk,E0803072
MOUSE36704,CAEEL11307,348,351,508.0,0.27873799725651577,0.3264705882352941,340,euk,E0803072
MOUSE36704,CAEEL16488,348,312,398.5,0.2313497822931785,0.3366013071895425,306,euk,E0803072
MOUSE36704,HELRO01125,348,384,669.5,0.34412747365715757,0.45481927710843373,332,euk,E0803072
MOUSE36704,HELRO11694,348,366,766.0,0.40907877169559415,0.45209580838323354,334,euk,E0803072
RATNO24461,MACMU36366,348,345,1606.0,0.8780754510661564,0.8666666666666667,345,euk,E0803072
RATNO24461,GORGO31673,348,345,1601.0,0.8748633879781421,0.8724637681159421,345,euk,E0803072
RATNO24461,HUMAN77933,348,345,1601.0,0.8748633879781421,0.8724637681159421,345,euk,E0803072
RATNO24461,PANTR34709,348,345,1591.0,0.8701121137544435,0.8666666666666667,345,euk,E0803072
RATNO24461,BOVIN09263,348,348,1584.0,0.86533733952472,0.8505747126436781,348,euk,E0803072
RATNO24461,CANLF04362,348,348,1558.0,0.8469692851318293,0.8275862068965517,348,euk,E0803072
RATNO24461,MONDO27712,348,365,1428.5,0.7630876068376068,0.7471264367816092,348,euk,E0803072
RATNO24461,CHICK22067,348,357,1319.5,0.7173144876325088,0.6772334293948127,347,euk,E0803072
RATNO24461,XENTR01182,348,359,1300.0,0.7080610021786492,0.6791907514450867,346,euk,E0803072
RATNO24461,XENLA00708,348,356,1316.5,0.7197922361946418,0.6743515850144092,347,euk,E0803072
RATNO24461,CIOIN04986,348,402,970.5,0.49089529590288317,0.5513196480938416,341,euk,E0803072
RATNO24461,CAEEL01203,348,355,641.0,0.35027322404371586,0.4208955223880597,335,euk,E0803072
RATNO24461,CAEEL01562,348,344,504.5,0.2802777777777778,0.3611940298507463,335,euk,E0803072
RATNO24461,CAEEL07510,348,345,689.5,0.3815716657443276,0.4341317365269461,334,euk,E0803072
RATNO24461,CAEEL11167,348,330,474.5,0.2682306387789712,0.3549382716049383,324,euk,E0803072
RATNO24461,CAEEL11307,348,351,493.0,0.27065605270381554,0.32941176470588235,340,euk,E0803072
RATNO24461,CAEEL16488,348,312,386.5,0.2245135056636654,0.33557046979865773,298,euk,E0803072
RATNO24461,HELRO01125,348,384,665.5,0.34224736436101827,0.45592705167173253,329,euk,E0803072
RATNO24461,HELRO11694,348,366,763.5,0.4079615281859471,0.4575757575757576,330,euk,E0803072
MACMU36366,GORGO31673,345,345,1809.0,0.9852941176470589,0.9826086956521739,345,euk,E0803072
MACMU36366,HUMAN77933,345,345,1809.0,0.9852941176470589,0.9826086956521739,345,euk,E0803072
MACMU36366,PANTR34709,345,345,1801.0,0.9817388934314527,0.9797101449275363,345,euk,E0803072
MACMU36366,BOVIN09263,345,348,1644.0,0.895181050912061,0.8927536231884058,345,euk,E0803072
MACMU36366,CANLF04362,345,348,1682.0,0.9114061230018965,0.9043478260869565,345,euk,E0803072
MACMU36366,MONDO27712,345,365,1450.5,0.7723642172523961,0.7681159420289855,345,euk,E0803072
MACMU36366,CHICK22067,345,357,1336.0,0.7239230560823625,0.6927536231884058,345,euk,E0803072
MACMU36366,XENTR01182,345,359,1330.5,0.7223127035830619,0.7026239067055393,343,euk,E0803072
MACMU36366,XENLA00708,345,356,1331.0,0.7253405994550409,0.7055393586005831,343,euk,E0803072
MACMU36366,CIOIN04986,345,402,976.5,0.4924357034795764,0.5735735735735735,333,euk,E0803072
MACMU36366,CAEEL01203,345,355,643.5,0.35049019607843135,0.42378048780487804,328,euk,E0803072
MACMU36366,CAEEL01562,345,344,521.5,0.28875968992248063,0.37537537537537535,333,euk,E0803072
MACMU36366,CAEEL07510,345,345,685.5,0.3781025923883067,0.44108761329305135,331,euk,E0803072
MACMU36366,CAEEL11167,345,330,460.0,0.2591549295774648,0.3475609756097561,328,euk,E0803072
MACMU36366,CAEEL11307,345,351,504.0,0.27578659370725034,0.3244047619047619,336,euk,E0803072
MACMU36366,CAEEL16488,345,312,405.0,0.23444283646888567,0.35570469798657717,298,euk,E0803072
MACMU36366,HELRO01125,345,384,679.5,0.34837221225326837,0.45592705167173253,329,euk,E0803072
MACMU36366,HELRO11694,345,366,769.5,0.40985352862849533,0.45645645645645644,333,euk,E0803072
GORGO31673,HUMAN77933,345,345,1837.0,1.0,1.0,345,euk,E0803072
GORGO31673,PANTR34709,345,345,1827.0,0.995369109234541,0.991304347826087,345,euk,E0803072
GORGO31673,BOVIN09263,345,348,1651.0,0.8985034013605442,0.8927536231884058,345,euk,E0803072
GORGO31673,CANLF04362,345,348,1695.0,0.9179528838342811,0.9043478260869565,345,euk,E0803072
GORGO31673,MONDO27712,345,365,1461.5,0.7778073443320915,0.7739130434782608,345,euk,E0803072
GORGO31673,CHICK22067,345,357,1343.0,0.727321960465746,0.6927536231884058,345,euk,E0803072
GORGO31673,XENTR01182,345,359,1329.5,0.7213781877373847,0.6997084548104956,343,euk,E0803072
GORGO31673,XENLA00708,345,356,1330.0,0.724400871459695,0.7026239067055393,343,euk,E0803072
GORGO31673,CIOIN04986,345,402,981.0,0.4944556451612903,0.5621301775147929,338,euk,E0803072
GORGO31673,CAEEL01203,345,355,656.5,0.3573761567773544,0.4307228915662651,332,euk,E0803072
GORGO31673,CAEEL01562,345,344,526.5,0.29136690647482016,0.37537537537537535,333,euk,E0803072
GORGO31673,CAEEL07510,345,345,674.0,0.3715545755237045,0.4259818731117825,331,euk,E0803072
GORGO31673,CAEEL11167,345,330,465.0,0.26182432432432434,0.35060975609756095,328,euk,E0803072
GORGO31673,CAEEL11307,345,351,511.5,0.2797374897456932,0.3244047619047619,336,euk,E0803072
GORGO31673,CAEEL16488,345,312,414.5,0.23980329765692798,0.35451505016722407,299,euk,E0803072
GORGO31673,HELRO01125,345,384,690.5,0.35383038688188573,0.45896656534954405,329,euk,E0803072
GORGO31673,HELRO11694,345,366,773.5,0.4117647058823529,0.4594594594594595,333,euk,E0803072
HUMAN77933,PANTR34709,345,345,1827.0,0.995369109234541,0.991304347826087,345,euk,E0803072
HUMAN77933,BOVIN09263,345,348,1651.0,0.8985034013605442,0.8927536231884058,345,euk,E0803072
HUMAN77933,CANLF04362,345,348,1695.0,0.9179528838342811,0.9043478260869565,345,euk,E0803072
HUMAN77933,MONDO27712,345,365,1461.5,0.7778073443320915,0.7739130434782608,345,euk,E0803072
HUMAN77933,CHICK22067,345,357,1343.0,0.727321960465746,0.6927536231884058,345,euk,E0803072
HUMAN77933,XENTR01182,345,359,1329.5,0.7213781877373847,0.6997084548104956,343,euk,E0803072
HUMAN77933,XENLA00708,345,356,1330.0,0.724400871459695,0.7026239067055393,343,euk,E0803072
HUMAN77933,CIOIN04986,345,402,981.0,0.4944556451612903,0.5621301775147929,338,euk,E0803072
HUMAN77933,CAEEL01203,345,355,656.5,0.3573761567773544,0.4307228915662651,332,euk,E0803072
HUMAN77933,CAEEL01562,345,344,526.5,0.29136690647482016,0.37537537537537535,333,euk,E0803072
HUMAN77933,CAEEL07510,345,345,674.0,0.3715545755237045,0.4259818731117825,331,euk,E0803072
HUMAN77933,CAEEL11167,345,330,465.0,0.26182432432432434,0.35060975609756095,328,euk,E0803072
HUMAN77933,CAEEL11307,345,351,511.5,0.2797374897456932,0.3244047619047619,336,euk,E0803072
HUMAN77933,CAEEL16488,345,312,414.5,0.23980329765692798,0.35451505016722407,299,euk,E0803072
HUMAN77933,HELRO01125,345,384,690.5,0.35383038688188573,0.45896656534954405,329,euk,E0803072
HUMAN77933,HELRO11694,345,366,773.5,0.4117647058823529,0.4594594594594595,333,euk,E0803072
PANTR34709,BOVIN09263,345,348,1643.0,0.894880174291939,0.8898550724637682,345,euk,E0803072
PANTR34709,CANLF04362,345,348,1687.0,0.9143631436314363,0.9014492753623189,345,euk,E0803072
PANTR34709,MONDO27712,345,365,1451.5,0.7731025299600532,0.7652173913043478,345,euk,E0803072
PANTR34709,CHICK22067,345,357,1342.0,0.7273712737127371,0.6927536231884058,345,euk,E0803072
PANTR34709,XENTR01182,345,359,1323.5,0.7187075753461851,0.6997084548104956,343,euk,E0803072
PANTR34709,XENLA00708,345,356,1324.0,0.7217225402016898,0.7026239067055393,343,euk,E0803072
PANTR34709,CIOIN04986,345,402,978.0,0.49331651954602773,0.5562130177514792,338,euk,E0803072
PANTR34709,CAEEL01203,345,355,654.5,0.3565785889403432,0.42771084337349397,332,euk,E0803072
PANTR34709,CAEEL01562,345,344,526.5,0.29160897258377183,0.37537537537537535,333,euk,E0803072
PANTR34709,CAEEL07510,345,345,674.0,0.37186206896551727,0.42900302114803623,331,euk,E0803072
PANTR34709,CAEEL11167,345,330,464.0,0.2614821076359538,0.3475609756097561,328,euk,E0803072
PANTR34709,CAEEL11307,345,351,511.5,0.2799671592775041,0.3244047619047619,336,euk,E0803072
PANTR34709,CAEEL16488,345,312,415.5,0.2405906195715113,0.35785953177257523,299,euk,E0803072
PANTR34709,HELRO01125,345,384,688.5,0.35307692307692307,0.45896656534954405,329,euk,E0803072
PANTR34709,HELRO11694,345,366,773.5,0.41209376664890784,0.4594594594594595,333,euk,E0803072
BOVIN09263,CANLF04362,348,348,1646.0,0.8911748781808337,0.882183908045977,348,euk,E0803072
BOVIN09263,MONDO27712,348,365,1429.5,0.7605746209098164,0.75,348,euk,E0803072
BOVIN09263,CHICK22067,348,357,1326.5,0.7181916621548456,0.6887608069164265,347,euk,E0803072
BOVIN09263,XENTR01182,348,359,1321.5,0.7168429617575265,0.7023121387283237,346,euk,E0803072
BOVIN09263,XENLA00708,348,356,1322.0,0.7198475360740539,0.7052023121387283,346,euk,E0803072
BOVIN09263,CIOIN04986,348,402,970.5,0.4890400604686319,0.5611940298507463,335,euk,E0803072
BOVIN09263,CAEEL01203,348,355,669.5,0.36435374149659866,0.42388059701492536,335,euk,E0803072
BOVIN09263,CAEEL01562,348,344,526.5,0.29128630705394193,0.3704819277108434,332,euk,E0803072
BOVIN09263,CAEEL07510,348,345,687.0,0.37861669881510057,0.4226190476190476,336,euk,E0803072
BOVIN09263,CAEEL11167,348,330,476.0,0.2679425837320574,0.3384146341463415,328,euk,E0803072
BOVIN09263,CAEEL11307,348,351,534.5,0.29223619464188083,0.35119047619047616,336,euk,E0803072
BOVIN09263,CAEEL16488,348,312,425.5,0.24609600925390399,0.35081967213114756,305,euk,E0803072
BOVIN09263,HELRO01125,348,384,695.0,0.35604508196721313,0.4636363636363636,330,euk,E0803072
BOVIN09263,HELRO11694,348,366,778.5,0.4143161255987227,0.4666666666666667,330,euk,E0803072
CANLF04362,MONDO27712,348,365,1457.5,0.7717765422292825,0.7614942528735632,348,euk,E0803072
CANLF04362,CHICK22067,348,357,1335.5,0.7195581896551724,0.7031700288184438,347,euk,E0803072
CANLF04362,XENTR01182,348,359,1322.5,0.7139001349527665,0.6936416184971098,346,euk,E0803072
CANLF04362,XENLA00708,348,356,1325.0,0.7179626117583311,0.6994219653179191,346,euk,E0803072
CANLF04362,CIOIN04986,348,402,931.5,0.4672686230248307,0.5357142857142857,336,euk,E0803072
CANLF04362,CAEEL01203,348,355,630.5,0.3414568101814243,0.408955223880597,335,euk,E0803072
CANLF04362,CAEEL01562,348,344,493.0,0.27140104596751996,0.378125,320,euk,E0803072
CANLF04362,CAEEL07510,348,345,677.5,0.37153825061694545,0.4166666666666667,336,euk,E0803072
CANLF04362,CAEEL11167,348,330,439.5,0.24614953794455335,0.32926829268292684,328,euk,E0803072
CANLF04362,CAEEL11307,348,351,504.0,0.27421109902067464,0.33532934131736525,334,euk,E0803072
CANLF04362,CAEEL16488,348,312,395.0,0.22727272727272727,0.36,300,euk,E0803072
CANLF04362,HELRO01125,348,384,667.0,0.34013258541560426,0.4457831325301205,332,euk,E0803072
CANLF04362,HELRO11694,348,366,762.0,0.4036016949152542,0.45180722891566266,332,euk,E0803072
MONDO27712,CHICK22067,365,357,1374.5,0.7278263171829494,0.72,350,euk,E0803072
MONDO27712,XENTR01182,365,359,1338.5,0.710079575596817,0.7257142857142858,350,euk,E0803072
MONDO27712,XENLA00708,365,356,1344.0,0.7156549520766773,0.7306590257879656,349,euk,E0803072
MONDO27712,CIOIN04986,365,402,960.5,0.47408687068114513,0.551622418879056,339,euk,E0803072
MONDO27712,CAEEL01203,365,355,648.5,0.34513038850452366,0.415929203539823,339,euk,E0803072
MONDO27712,CAEEL01562,365,344,505.0,0.27312060573282854,0.3773006134969325,326,euk,E0803072
MONDO27712,CAEEL07510,365,345,659.0,0.3550646551724138,0.43154761904761907,336,euk,E0803072
MONDO27712,CAEEL11167,365,330,462.5,0.2544004400440044,0.3622291021671827,323,euk,E0803072
MONDO27712,CAEEL11307,365,351,510.5,0.27292167869553596,0.3215339233038348,339,euk,E0803072
MONDO27712,CAEEL16488,365,312,385.5,0.2177351030782265,0.34098360655737703,305,euk,E0803072
MONDO27712,HELRO01125,365,384,703.0,0.3526460998244294,0.4629080118694362,337,euk,E0803072
MONDO27712,HELRO11694,365,366,782.0,0.40718562874251496,0.4808259587020649,339,euk,E0803072
CHICK22067,XENTR01182,357,359,1377.5,0.7435897435897436,0.7408450704225352,355,euk,E0803072
CHICK22067,XENLA00708,357,356,1373.0,0.7439718233541046,0.7386363636363636,352,euk,E0803072
CHICK22067,CIOIN04986,357,402,1034.0,0.5186857286180085,0.5628571428571428,350,euk,E0803072
CHICK22067,CAEEL01203,357,355,662.5,0.35878689412401843,0.41124260355029585,338,euk,E0803072
CHICK22067,CAEEL01562,357,344,522.0,0.28736581337737405,0.3592814371257485,334,euk,E0803072
CHICK22067,CAEEL07510,357,345,661.5,0.362763915547025,0.4221556886227545,334,euk,E0803072
CHICK22067,CAEEL11167,357,330,450.0,0.2520302436292355,0.34285714285714286,315,euk,E0803072
CHICK22067,CAEEL11307,357,351,529.5,0.2880848748639826,0.3333333333333333,339,euk,E0803072
CHICK22067,CAEEL16488,357,312,406.5,0.23388952819332567,0.3609271523178808,302,euk,E0803072
CHICK22067,HELRO01125,357,384,726.5,0.3704742478327384,0.4647058823529412,340,euk,E0803072
CHICK22067,HELRO11694,357,366,814.0,0.4311440677966102,0.48255813953488375,344,euk,E0803072
XENTR01182,XENLA00708,359,356,1746.0,0.9478827361563518,0.9438202247191011,356,euk,E0803072
XENTR01182,CIOIN04986,359,402,1029.0,0.5170854271356784,0.5710144927536231,345,euk,E0803072
XENTR01182,CAEEL01203,359,355,647.0,0.3510580575149213,0.40236686390532544,338,euk,E0803072
XENTR01182,CAEEL01562,359,344,519.0,0.28626585769442914,0.3492537313432836,335,euk,E0803072
XENTR01182,CAEEL07510,359,345,662.0,0.3637362637362637,0.4263803680981595,326,euk,E0803072
XENTR01182,CAEEL11167,359,330,467.5,0.2623456790123457,0.3449367088607595,316,euk,E0803072
XENTR01182,CAEEL11307,359,351,519.5,0.2831834287271736,0.35311572700296734,337,euk,E0803072
XENTR01182,CAEEL16488,359,312,405.0,0.23349668492360912,0.33774834437086093,302,euk,E0803072
XENTR01182,HELRO01125,359,384,701.0,0.35810983397190294,0.47181008902077154,337,euk,E0803072
XENTR01182,HELRO11694,359,366,824.0,0.4372512602812417,0.46131805157593125,349,euk,E0803072
XENLA00708,CIOIN04986,356,402,1042.5,0.5257186081694403,0.5644699140401146,349,euk,E0803072
XENLA00708,CAEEL01203,356,355,649.5,0.35375816993464054,0.39644970414201186,338,euk,E0803072
XENLA00708,CAEEL01562,356,344,523.5,0.2898671096345515,0.35454545454545455,330,euk,E0803072
XENLA00708,CAEEL07510,356,345,661.0,0.36458907887479314,0.4294478527607362,326,euk,E0803072
XENLA00708,CAEEL11167,356,330,460.5,0.25943661971830984,0.33753943217665616,317,euk,E0803072
XENLA00708,CAEEL11307,356,351,539.5,0.2952120383036936,0.36578171091445427,339,euk,E0803072
XENLA00708,CAEEL16488,356,312,410.0,0.23733719247467439,0.34551495016611294,301,euk,E0803072
XENLA00708,HELRO01125,356,384,713.5,0.36580364009228405,0.46449704142011833,338,euk,E0803072
XENLA00708,HELRO11694,356,366,813.0,0.4330226364846871,0.478134110787172,343,euk,E0803072
CIOIN04986,CAEEL01203,402,355,696.5,0.3510584677419355,0.43283582089552236,335,euk,E0803072
CIOIN04986,CAEEL01562,402,344,558.5,0.2858239508700102,0.3916913946587537,337,euk,E0803072
CIOIN04986,CAEEL07510,402,345,669.5,0.3414074451810301,0.4307228915662651,332,euk,E0803072
CIOIN04986,CAEEL11167,402,330,485.5,0.25247009880395216,0.37116564417177916,326,euk,E0803072
CIOIN04986,CAEEL11307,402,351,481.5,0.2437357630979499,0.3217391304347826,345,euk,E0803072
CIOIN04986,CAEEL16488,402,312,355.5,0.18954945347907226,0.3289902280130293,307,euk,E0803072
CIOIN04986,HELRO01125,402,384,752.0,0.3583512032404098,0.47109826589595377,346,euk,E0803072
CIOIN04986,HELRO11694,402,366,826.0,0.4078005430757838,0.4553314121037464,347,euk,E0803072
CAEEL01203,CAEEL01562,355,344,723.0,0.40011068068622024,0.4323529411764706,340,euk,E0803072
CAEEL01203,CAEEL07510,355,345,927.5,0.5113009922822491,0.5416666666666666,336,euk,E0803072
CAEEL01203,CAEEL11167,355,330,624.5,0.35163288288288286,0.39939024390243905,328,euk,E0803072
CAEEL01203,CAEEL11307,355,351,466.0,0.25485370522286027,0.32432432432432434,333,euk,E0803072
CAEEL01203,CAEEL16488,355,312,510.0,0.29505351460804163,0.3559870550161812,309,euk,E0803072
CAEEL01203,HELRO01125,355,384,588.5,0.30156290033307714,0.40797546012269936,326,euk,E0803072
CAEEL01203,HELRO11694,355,366,629.0,0.334841628959276,0.3775811209439528,339,euk,E0803072
CAEEL01562,CAEEL07510,344,345,628.0,0.35201793721973096,0.3857566765578635,337,euk,E0803072
CAEEL01562,CAEEL11167,344,330,585.5,0.3353379152348224,0.3956386292834891,321,euk,E0803072
CAEEL01562,CAEEL11307,344,351,419.5,0.23324993049763693,0.32608695652173914,322,euk,E0803072
CAEEL01562,CAEEL16488,344,312,691.0,0.4068295554901384,0.461038961038961,308,euk,E0803072
CAEEL01562,HELRO01125,344,384,478.0,0.2487639864689045,0.3761467889908257,327,euk,E0803072
CAEEL01562,HELRO11694,344,366,529.5,0.28644847173383825,0.35843373493975905,332,euk,E0803072
CAEEL07510,CAEEL11167,345,330,545.0,0.31089560752994866,0.35802469135802467,324,euk,E0803072
CAEEL07510,CAEEL11307,345,351,482.0,0.26696206037108833,0.3252279635258359,329,euk,E0803072
CAEEL07510,CAEEL16488,345,312,444.0,0.26033421284080915,0.3848797250859107,291,euk,E0803072
CAEEL07510,HELRO01125,345,384,618.0,0.3204563131967851,0.4200626959247649,319,euk,E0803072
CAEEL07510,HELRO11694,345,366,708.0,0.38156831042845596,0.43209876543209874,324,euk,E0803072
CAEEL11167,CAEEL11307,330,351,420.0,0.2376237623762376,0.3249211356466877,317,euk,E0803072
CAEEL11167,CAEEL16488,330,312,369.0,0.22128935532233884,0.32081911262798635,293,euk,E0803072
CAEEL11167,HELRO01125,330,384,410.0,0.21687384289870404,0.34169278996865204,319,euk,E0803072
CAEEL11167,HELRO11694,330,366,459.0,0.25254470426409903,0.3312883435582822,326,euk,E0803072
CAEEL11307,CAEEL16488,351,312,308.0,0.17906976744186046,0.29508196721311475,305,euk,E0803072
CAEEL11307,HELRO01125,351,384,465.0,0.2393206381883685,0.3413897280966767,331,euk,E0803072
CAEEL11307,HELRO11694,351,366,546.5,0.2922459893048128,0.3439306358381503,346,euk,E0803072
CAEEL16488,HELRO01125,312,384,272.5,0.14785675529028758,0.304635761589404,302,euk,E0803072
CAEEL16488,HELRO11694,312,366,367.0,0.20734463276836157,0.363013698630137,292,euk,E0803072
HELRO01125,HELRO11694,384,366,998.0,0.5007526342197692,0.5988200589970502,339,euk,E0803072
LEIMA03451,MONBE02775,392,383,328.5,0.16359561752988047,0.34545454545454546,330,euk,E0802765
LEIMA03451,ASPFU03125,392,427,271.0,0.12871052006649253,0.2810810810810811,370,euk,E0802765
LEIMA03451,PHANO11211,392,411,383.5,0.18415366146458584,0.38028169014084506,355,euk,E0802765
LEIMA03451,SCLS108177,392,413,336.0,0.1616939364773821,0.3232876712328767,365,euk,E0802765
LEIMA03451,NEUCR02365,392,430,317.0,0.1488262910798122,0.32602739726027397,365,euk,E0802765
LEIMA03451,CRYNJ05375,392,427,279.0,0.13182140326009922,0.3267605633802817,355,euk,E0802765
LEIMA03451,USTMA04420,392,414,398.5,0.19167869167869167,0.34153005464480873,366,euk,E0802765
LEIMA03451,BRAFL00396,392,470,396.0,0.1765886287625418,0.3601108033240997,361,euk,E0802765
LEIMA03451,LEPOC00775,392,468,351.5,0.15688462396786432,0.36901408450704226,355,euk,E0802765
LEIMA03451,ORYLA12540,392,433,403.0,0.18849391955098221,0.3692722371967655,371,euk,E0802765
LEIMA03451,DANRE12047,392,427,331.5,0.15523296651837978,0.3314285714285714,350,euk,E0802765
LEIMA03451,DANRE12098,392,427,350.0,0.16385767790262173,0.33518005540166207,361,euk,E0802765
LEIMA03451,DANRE19170,392,429,359.5,0.16783380018674135,0.33608815426997246,363,euk,E0802765
LEIMA03451,MOUSE27397,392,429,367.0,0.1721388367729831,0.3516483516483517,364,euk,E0802765
LEIMA03451,RATNO06823,392,429,370.0,0.17411764705882352,0.35792349726775957,366,euk,E0802765
LEIMA03451,MACMU20982,392,526,298.5,0.1242714404662781,0.3506849315068493,365,euk,E0802765
LEIMA03451,GORGO18329,392,429,355.5,0.16729411764705882,0.3506849315068493,365,euk,E0802765
LEIMA03451,HUMAN55533,392,429,358.0,0.16839134524929444,0.33692722371967654,371,euk,E0802765
LEIMA03451,PANTR24094,392,429,353.0,0.166195856873823,0.3506849315068493,365,euk,E0802765
LEIMA03451,BOVIN08127,392,429,373.0,0.17515848790795963,0.3450134770889488,371,euk,E0802765
LEIMA03451,CANLF17326,392,385,266.5,0.1311515748031496,0.3323353293413174,334,euk,E0802765
LEIMA03451,MONDO15677,392,441,365.5,0.16785304247990815,0.3521505376344086,372,euk,E0802765
LEIMA03451,CHICK17288,392,434,371.5,0.17420867526377493,0.3351063829787234,376,euk,E0802765
LEIMA03451,XENTR22818,392,429,397.0,0.1869114877589454,0.33689839572192515,374,euk,E0802765
LEIMA03451,XENLA21773,392,429,382.0,0.17993405558172398,0.32791327913279134,369,euk,E0802765
LEIMA03451,XENLA23993,392,429,401.5,0.1889856436808661,0.33066666666666666,375,euk,E0802765
LEIMA03451,CIOIN06658,392,420,311.0,0.14711447492904448,0.3392330383480826,339,euk,E0802765
LEIMA03451,CAEEL13203,392,422,285.5,0.13479697828139756,0.3107344632768362,354,euk,E0802765
LEIMA03451,CAEEL13204,392,426,292.0,0.13776834158999765,0.33613445378151263,357,euk,E0802765
LEIMA03451,IXOSC25210,392,437,310.0,0.14421958595022097,0.2898172323759791,383,euk,E0802765
LEIMA03451,IXOSC25332,392,437,316.0,0.14711359404096835,0.2950391644908616,383,euk,E0802765
LEIMA03451,TRICA02523,392,352,330.5,0.17195629552549427,0.35161290322580646,310,euk,E0802765
LEIMA03451,DROME19882,392,431,341.0,0.16077322017916076,0.32266666666666666,375,euk,E0802765
LEIMA03451,DROME24268,392,430,358.5,0.16838891498356034,0.3559322033898305,354,euk,E0802765
LEIMA03451,ANOGA05102,392,430,356.5,0.16616173386157074,0.32791327913279134,369,euk,E0802765
LEIMA03451,ANOGA05899,392,426,362.0,0.1695153359868883,0.34818941504178275,359,euk,E0802765
LEIMA03451,HELRO01245,392,424,325.5,0.1536101934874941,0.3333333333333333,360,euk,E0802765
LEIMA03451,NEMVE14428,392,426,360.0,0.16877637130801687,0.3565459610027855,359,euk,E0802765
LEIMA03451,THAPS09084,392,472,272.0,0.12170022371364653,0.3305785123966942,363,euk,E0802765
LEIMA03451,THAPS09164,392,550,211.5,0.08701913186587122,0.31955922865013775,363,euk,E0802765
LEIMA03451,CHLRE05841,392,433,444.0,0.20781652234963727,0.36074270557029176,377,euk,E0802765
LEIMA03451,CHLRE07796,392,413,68.5,0.032901056676272813,0.33962264150943394,265,euk,E0802765
LEIMA03451,PHYPA02563,392,447,408.5,0.18829223323346392,0.3633879781420765,366,euk,E0802765
LEIMA03451,PHYPA19398,392,445,356.5,0.16466512702078523,0.3241758241758242,364,euk,E0802765
LEIMA03451,ORYSJ29295,392,218,58.0,0.03670886075949367,0.3604060913705584,197,euk,E0802765
